count	reward_sum	squared_reward_sum	length
69	-70.10783864631652	9.449722543622833	2000
70	-110.53242305777785	10003.177850082671	49
71	-103.8546390479089	10001.810798640701	71
72	-98.45033286284014	10004.490552435269	107
73	-74.96161113655641	12.398893109114569	2000
74	-119.13906196114257	10008.060587889462	76
75	-73.84817834562858	14.104581318838635	2000
76	-97.51753163332212	10001.874318664042	71
77	-71.65315509402743	12.117809841532974	2000
78	-98.14226191359535	10002.59462121277	87
79	-99.81378490198458	10001.819030752196	57
80	-102.40187941670897	10000.568408845404	41
81	-99.23407115488097	10002.204071182841	74
82	-147.40009484085516	10011.031389849877	1615
83	-120.28690262520969	10010.001763493075	74
84	-75.52622425036377	10.629591945265503	2000
85	-116.65418339026306	10003.418381733462	121
86	-115.88864379343507	10006.897191962045	78
87	-100.01653826421592	10004.964018075645	155
88	-111.28030704706657	10003.905000769648	60
89	-104.56428801057251	10001.91520981046	71
90	-110.17971242760494	10003.64926648435	50
91	-99.32795316140843	10004.91869778238	104
92	-113.94198283051668	10006.192894867618	51
93	-111.90360453815612	10004.42189400914	53
94	-105.96082789125849	10001.379149824066	47
95	-114.96944683958955	10004.413057399275	86
96	-96.76198459430684	10005.001148041065	123
97	-113.1022240252972	10005.370545145737	47
98	-73.91067002573757	13.581527721152664	2000
99	-118.45549049248353	10008.15481395873	63
100	-99.14807322047368	10004.522447239895	76
101	-69.63113234174902	12.38189476348601	2000
102	-108.44781815339749	10003.552213964307	33
103	-123.98704525130351	10006.470163354783	168
104	-157.75904420698976	10019.713026744945	746
105	-106.57861630245542	10003.069365614807	101
106	-98.29326895714121	10000.993077566214	72
107	-140.2857121560648	10018.617964536339	175
108	-101.34281644602746	10000.928519614501	90
109	-129.5688056123748	10013.051857148026	141
110	-101.01400182206544	10000.763524510925	78
111	-148.73962217302994	10014.95602607628	502
112	-139.29296433848185	10019.806007911211	162
113	-122.71439637483982	10006.96347973682	94
114	-133.05641474595137	10017.420307720711	120
115	-130.00018160569294	10016.590827259315	233
116	-112.32688448793252	10002.805708201711	73
117	-140.92141734119906	10016.615654673997	227
118	-122.10928349299198	10007.024813875176	137
119	-127.4887618532213	10013.263711173662	136
120	-115.4155937950226	10004.68863672005	147
121	-102.57033634431808	10001.227066518482	143
122	-109.94176586281374	10009.48896001101	574
123	-104.71483668436571	10002.40311531031	210
124	-98.84865606962651	10002.585654722483	227
125	-119.80975669745361	10005.270075707687	137
126	-110.41133135321685	10002.157507130314	75
127	-124.65636622123661	10010.004519830529	111
128	-123.36792667823657	10006.610394741192	177
129	-134.540172785477	10017.056315689686	202
130	-181.49064097319834	10012.86466635686	1667
131	-118.96995717616332	10005.320053681105	110
132	-108.78458117464928	10002.23984341354	85
133	-105.16815621999692	10002.58118809493	108
134	-108.29686089310351	10002.0414317001	127
135	-112.82760000251882	10002.74261029078	75
136	-106.97026352157914	10002.07909074336	105
137	-155.6486194761694	10009.711795877542	538
138	-96.2681273443831	10004.458335097184	231
139	-105.14561903931326	10001.763878362586	140
140	-162.9742059179691	10016.101203338683	634
141	-112.8880924034983	10004.168978228758	61
142	-137.02672201638083	10013.812776033892	147
143	-115.6826586609604	10015.259311558857	298
144	-122.79013437832312	15.934947604252741	2000
145	-121.92178440060259	10004.495300200904	344
146	-128.03145690803703	10005.476065375782	325
147	-138.93214590980895	10005.722241401847	982
148	-85.19167861519139	9.125323139389648	2000
149	-89.19194808414967	18.978745118252984	2000
150	-84.60999739886745	15.830312949406274	2000
151	-74.88310218111229	18.018246157365404	2000
152	-93.50134019730568	6.720894639483807	2000
153	-224.03687833528454	10045.998359156156	1891
154	-120.82454448385462	10006.157605522942	88
155	-160.60679882636893	25.095678612821878	2000
156	-142.08391037646498	11.798441055584352	2000
157	-134.24886371779297	21.429503146153472	2000
158	-133.49462817130788	24.580982702822226	2000
159	-145.7904122166991	13.233168892904095	2000
